item_desc,category_desc,sub_category_desc,item_number,skin_concern_cat_id,skin_concern_cat_name
@บูสเตอร์ครีมสกินซิสต้าวีพอร์มินิไมซิ่ง(พ6) 5ก.,ผลิตภัณฑ์บำรุงผิวหน้า,ลดริ้วรอย,1060,2,Anti-Aging
pเซรั่มเฟซี่ไฮยาไวท์ (ซอง) 10 กรัม,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อความชุ่มชื่น,1061,0,Not Used
ซูทติ้งเจลซิสต้าร์ลองแกนเมลาสม่าแอคทีฟไวท์ (ด) 40ก,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,1062,1,Whitening
ซูทติ้งเจลซิสต้าร์ลองแกนเมลาสม่าแอคทีฟไวท์(พ6) 40ก,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,1063,1,Whitening
เจลครีมศรีจันทร์สกินมอยส์เจอร์เบิร์ส (ด) 10 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อความชุ่มชื่น,1064,0,Not Used
pครีมสมูทอีซิก้ารีแพร์ 7 กรัม,ผลิตภัณฑ์บำรุงผิวหน้า,ลดความมันและป้องกันสิว,1065,3,Acne & Oily
p@เอสเซนส์เซวาอินซัม 10 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,ลดริ้วรอย,1066,2,Anti-Aging
ครีมกันแดดการ์นิเย่ไบรท์คอมพลีทซุปเปอร์ยูวี(พ6)7มล,ผลิตภัณฑ์บำรุงผิวหน้า,ป้องกันแสงแดด,1067,0,Not Used
ครีมกันแดดการ์นิเย่ซากุระโกลว์ซุปเปอร์ยูวี(พ6)7มล.,ผลิตภัณฑ์บำรุงผิวหน้า,ป้องกันแสงแดด,1068,0,Not Used
@สลีปปิ้งมาส์คคิวท์เพรสเอทอาวเวอร์ฟูลไนท์ พ6 10ก.,ผลิตภัณฑ์บำรุงผิวหน้า,มาส์กหน้า,1069,0,Not Used
@ครีมกันแดดคิวท์เพรสยูวีเอ็กเพิร์ทไบรท์ฯ พ6 7 กรัม,ผลิตภัณฑ์บำรุงผิวหน้า,ป้องกันแสงแดด,1070,0,Not Used
สลีปปิ้งมาส์กคิวท์เพรสคาล์มมิ่งซิก้า (พ6) 10 กรัม,ผลิตภัณฑ์บำรุงผิวหน้า,มาส์กหน้า,1071,0,Not Used
สลิปปิ้งมาส์คคิวท์เพรสไบรท์เทรนนิ่ง (พ6) 10 กรัม,ผลิตภัณฑ์บำรุงผิวหน้า,มาส์กหน้า,1072,0,Not Used
เซรั่มการ์นิเย่เมนเทอร์โบไบรท์สปอตเลสSPF50(พ6)7มล.,ผลิตภัณฑ์บำรุงผิวหน้า,สำหรับผู้ชาย,1073,0,Not Used
pครีมและสลีปปิ้งมาส์กเคที่ดอลล์ไบร์ทอัพ(ด) 1 Set,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,1074,1,Whitening
ซุปเปอร์เซรั่มนีเวียแอคเน่แคร์ (ด) 7 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,ลดความมันและป้องกันสิว,1075,3,Acne & Oily
ครีมกันแดดสกินซิสต้าวีแอคเน่ฯ SPF50 (ด) 5 กรัม,ผลิตภัณฑ์บำรุงผิวหน้า,ป้องกันแสงแดด,1076,0,Not Used
บูสเตอร์เซรั่มคิวท์เพรสไบรท์เทนนิ่ง (ด) 8 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,1077,1,Whitening
บูสเตอร์เซรั่มคิวท์เพรสเอทอาวเวอร์ฟูลไนท์ (ด) 8มล,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อความชุ่มชื่น,1078,0,Not Used
เซรั่มมิซึมิเอเอชเอบีเอชเอแอคเน่ (ด) 6 กรัม,ผลิตภัณฑ์บำรุงผิวหน้า,ลดความมันและป้องกันสิว,1079,3,Acne & Oily
pไฮยาแอมเพิลเคที่ดอลล์ฟิฟทีนเปอร์เซ็นต์เอท(ด) 6มล,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อความชุ่มชื่น,1080,0,Not Used
pมาส์กชีทเคที่ดอลล์ไวท์ทามินซีเซรั่ม (ด) 20 กรัม,ผลิตภัณฑ์บำรุงผิวหน้า,มาส์กหน้า,1081,0,Not Used
pมาส์กชีทเคที่ดอลล์ไฮยาลูรอนเซรั่ม(ด) 20 กรัม,ผลิตภัณฑ์บำรุงผิวหน้า,มาส์กหน้า,1082,0,Not Used
เซรั่มกันแดดนีเวียซันออยล์คอนโทรลเฟซฯ (ด) 7 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,ป้องกันแสงแดด,1083,0,Not Used
เซรั่มครีมโอเลย์โททัลเอฟเฟ็คส์พอร์เลส (ด) 7 กรัม,ผลิตภัณฑ์บำรุงผิวหน้า,ลดริ้วรอย,1084,2,Anti-Aging
pมาส์กหน้าลอรีอัลไกลโคลิคไบร์ท (ด) 22 กรัม,ผลิตภัณฑ์บำรุงผิวหน้า,มาส์กหน้า,1085,0,Not Used
เซรั่มลอรีอัลไกลโคลิคไบรท์แอนไทดาร์กสปอตฯ (ด) 6 มล,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,1086,1,Whitening
เซรั่มลอรีอัลไกลโคลิคไบรท์แอนไทดาร์กสปอต (พ6) 6 มล,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,1087,1,Whitening
ครีมลอรีอัลไกลโคลิคไบรท์โกลว์อิ้ง SPF30 (ด) 7 มล,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,1088,1,Whitening
ครีมลอรีอัลไกลโคลิคไบรท์โกลว์อิ้ง SPF30 (พ6) 7 มล,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,1089,1,Whitening
ครีมโอเลย์โททัลไวท์สปอต(พ6) 8 กรัม,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,1090,1,Whitening
ครีมโอเลย์เนเจอรัลออร่าพิงค์คิชโกลว์ (พ6) 7.5 กรัม,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,1091,1,Whitening
เซรั่มนีเวียเมนเอ็กซ์ตร้าไบรท์เฟซ SPF30 (พ6) 7 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,สำหรับผู้ชาย,1092,0,Not Used
เซรั่มวาสลีนเมนโททัลแฟร์เนส (พ6) 7 กรัม,ผลิตภัณฑ์บำรุงผิวหน้า,สำหรับผู้ชาย,1093,0,Not Used
เซรั่มนีเวียเมนแอนตี้เอจโฟร์ดีSPF30 PA+++ (พ6)7มล.,ผลิตภัณฑ์บำรุงผิวหน้า,สำหรับผู้ชาย,1094,0,Not Used
เซรั่มครีมพอนด์สไบรท์บิวตี้ SPF30 (ส้ม) พ6 6.5 ก.,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,1095,1,Whitening
ครีมโอเลย์เนเจอรัลออร่าไลท์ (พ6) 7.5 กรัม,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,1096,1,Whitening
เซรั่มครีมพอนด์สไบรท์บิวตี้SPF15 ชมพู (พ6) 6.5 ก.,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,1097,1,Whitening
pเซรั่มสลีปปิ้งมาส์กพอนด์สไบรท์บิวตี้ (พ6) 7 กรัม,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,1098,1,Whitening
@เซรั่มโรจูคิสเพอร์เฟคพอร์เลส (พ6) 6 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,ลดริ้วรอย,1099,2,Anti-Aging
@เซรั่มโรจูคิสไวท์พอร์เลสแอดวานซ์รีแพร์ (พ6) 6 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,1100,1,Whitening
เซรั่มซิสต้าร์เบบี้แครอทไวท์ (พ6) 10 กรัม,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,1101,1,Whitening
เซรั่มโรจูคิสแอคเน่สปอตเลส (พ6) 6 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,ลดความมันและป้องกันสิว,1102,3,Acne & Oily
เซรั่มครีมโรจูคิสไวท์พอร์เลสเดย์SPF35 (พ6) 8 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,1103,1,Whitening
@ครีมโรจูคิสเพอร์เฟคพอร์เลสอายฟอร์เฟซ (พ6) 8 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,ลดริ้วรอย,1104,2,Anti-Aging
ซูทติ้งเจลซิสต้าร์วอเตอร์เมลอนไวท์เทนนิ่ง(พ6)40ก.,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,1105,1,Whitening
